utc_time,sat,constellation,jump_m,jump_cycles,dt_s
2026-06-26 02:21:34,E09,E,0.408,2.14,1
2026-06-26 02:21:34,E10,E,-0.664,-3.49,1
2026-06-26 02:21:34,E12,E,-0.504,-2.65,1
2026-06-26 02:21:34,E16,E,-0.326,-1.71,1
2026-06-26 02:21:34,E23,E,0.320,1.68,1
2026-06-26 02:21:34,E25,E,-0.541,-2.85,1
2026-06-26 02:21:34,E26,E,0.410,2.15,1
2026-06-26 02:21:34,E31,E,0.111,0.58,1
2026-06-26 02:21:34,E33,E,0.060,0.31,1
2026-06-26 02:21:34,G04,G,0.074,0.39,1
2026-06-26 02:21:34,G05,G,-0.060,-0.31,1
2026-06-26 02:21:34,G16,G,-0.582,-3.06,1
2026-06-26 02:21:34,G18,G,-0.167,-0.88,1
2026-06-26 02:21:34,G23,G,-0.676,-3.55,1
2026-06-26 02:21:34,G25,G,0.516,2.71,1
2026-06-26 02:21:34,G26,G,-0.293,-1.54,1
2026-06-26 02:21:34,G27,G,-0.677,-3.56,1
2026-06-26 02:21:34,G28,G,0.489,2.57,1
2026-06-26 02:21:34,G29,G,0.399,2.10,1
2026-06-26 02:21:34,G31,G,0.236,1.24,1
2026-06-26 02:26:42,C06,C,0.260,1.35,1
2026-06-26 02:26:42,C09,C,0.440,2.29,1
2026-06-26 02:26:42,C11,C,-0.310,-1.62,1
2026-06-26 02:26:42,C26,C,0.536,2.79,1
2026-06-26 02:26:42,C29,C,-0.114,-0.59,1
2026-06-26 02:26:42,C30,C,-0.440,-2.29,1
2026-06-26 02:26:42,C31,C,0.724,3.77,1
2026-06-26 02:26:42,C35,C,0.482,2.51,1
2026-06-26 02:26:42,C36,C,-0.453,-2.36,1
2026-06-26 02:26:42,C39,C,-0.083,-0.43,1
2026-06-26 02:26:42,E03,E,0.073,0.38,1
2026-06-26 02:26:42,E05,E,-0.280,-1.47,1
2026-06-26 02:26:42,E09,E,-0.368,-1.93,1
2026-06-26 02:26:42,E10,E,0.681,3.58,1
2026-06-26 02:26:42,E12,E,0.509,2.67,1
2026-06-26 02:26:42,E16,E,0.347,1.82,1
2026-06-26 02:26:42,E23,E,-0.302,-1.59,1
2026-06-26 02:26:42,E25,E,0.571,3.00,1
2026-06-26 02:26:42,E26,E,-0.404,-2.12,1
2026-06-26 02:26:42,E31,E,-0.094,-0.49,1
2026-06-26 02:26:42,E33,E,-0.057,-0.30,1
2026-06-26 02:26:42,G04,G,-0.079,-0.41,1
2026-06-26 02:26:42,G05,G,0.057,0.30,1
2026-06-26 02:26:42,G16,G,0.597,3.14,1
2026-06-26 02:26:42,G18,G,0.161,0.84,1
2026-06-26 02:26:42,G23,G,0.706,3.71,1
2026-06-26 02:26:42,G25,G,-0.500,-2.63,1
2026-06-26 02:26:42,G26,G,0.298,1.57,1
2026-06-26 02:26:42,G27,G,0.690,3.63,1
2026-06-26 02:26:42,G28,G,-0.479,-2.52,1
2026-06-26 02:26:42,G29,G,-0.377,-1.98,1
2026-06-26 02:26:42,G31,G,-0.240,-1.26,1
2026-06-26 02:27:28,E11,E,183394612.268,963745192.21,24369
2026-06-26 02:32:33,E09,E,-0.057,-0.30,1
2026-06-26 02:32:45,E09,E,-14.613,-76.79,12
2026-06-26 02:33:34,E09,E,-6.486,-34.08,19
2026-06-26 02:35:16,C24,C,55991370.185,291561757.74,41038
2026-06-26 02:36:45,E26,E,-5.431,-28.54,14
2026-06-26 02:43:49,G04,G,7.048,37.04,4
2026-06-26 02:47:26,G10,G,204567892.572,1075011531.20,15572
2026-06-26 02:53:19,G04,G,-4.173,-21.93,6
2026-06-26 03:00:45,G25,G,-0.054,-0.28,1
2026-06-26 03:00:46,G25,G,-0.498,-2.62,1
2026-06-26 03:02:26,G25,G,-0.063,-0.33,1
2026-06-26 03:02:31,G25,G,3.010,15.82,5
2026-06-26 03:02:37,G25,G,3.433,18.04,1
2026-06-26 03:02:43,G25,G,-0.101,-0.53,1
2026-06-26 03:03:17,G25,G,-0.205,-1.08,1
2026-06-26 03:07:56,G08,G,238801149.092,1254908508.41,61101
2026-06-26 03:08:39,C30,C,4.418,23.00,9
2026-06-26 03:08:58,C30,C,0.762,3.97,7
2026-06-26 03:09:14,C30,C,0.203,1.06,6
2026-06-26 03:09:42,C30,C,0.756,3.94,15
2026-06-26 03:11:10,C20,C,270988881.429,1411110218.19,18704
2026-06-26 03:11:46,C20,C,0.215,1.12,1
2026-06-26 03:17:02,E05,E,-9.150,-48.09,8
2026-06-26 03:19:13,E05,E,15.037,79.02,16
2026-06-26 03:22:22,C12,C,131583138.704,685187933.13,17226
2026-06-26 03:22:44,C36,C,-15.948,-83.05,6
2026-06-26 03:30:25,G05,G,0.103,0.54,1
2026-06-26 03:30:27,G05,G,0.200,1.05,1
2026-06-26 03:30:34,G05,G,15.590,81.93,7
2026-06-26 03:30:35,G05,G,-1.129,-5.94,1
2026-06-26 03:30:36,G05,G,-0.577,-3.03,1
2026-06-26 03:30:37,G05,G,-0.943,-4.96,1
2026-06-26 03:35:27,E03,E,-2.674,-14.05,10
2026-06-26 03:36:06,E03,E,1.128,5.93,3
2026-06-26 03:36:08,E03,E,0.390,2.05,2
2026-06-26 03:36:11,E03,E,0.374,1.96,3
2026-06-26 03:36:17,E03,E,-2.085,-10.96,3
2026-06-26 03:36:25,E03,E,-0.754,-3.96,8
2026-06-26 03:36:44,G07,G,30689269.023,161273197.22,36617
2026-06-26 03:37:10,G07,G,0.092,0.48,1
2026-06-26 03:37:19,G07,G,-0.095,-0.50,1
2026-06-26 03:38:22,G07,G,0.092,0.48,1
2026-06-26 03:38:25,G07,G,-0.096,-0.50,1
2026-06-26 03:40:35,C06,C,-0.097,-0.51,1
2026-06-26 03:40:35,C09,C,0.095,0.50,1
2026-06-26 03:40:35,C11,C,-0.574,-2.99,1
2026-06-26 03:40:35,C12,C,0.407,2.12,1
2026-06-26 03:40:35,C20,C,0.325,1.69,1
2026-06-26 03:40:35,C24,C,0.448,2.33,1
2026-06-26 03:40:35,C29,C,-0.485,-2.52,1
2026-06-26 03:40:35,C31,C,0.412,2.14,1
2026-06-26 03:40:35,C39,C,-0.591,-3.08,1
2026-06-26 03:40:35,E10,E,0.223,1.17,1
2026-06-26 03:40:35,E11,E,0.450,2.36,1
2026-06-26 03:40:35,E25,E,0.366,1.92,1
2026-06-26 03:40:35,E31,E,-0.444,-2.33,1
2026-06-26 03:40:35,E33,E,-0.513,-2.70,1
2026-06-26 03:40:35,G07,G,0.447,2.35,1
2026-06-26 03:40:35,G08,G,0.505,2.65,1
2026-06-26 03:40:35,G10,G,0.548,2.88,1
2026-06-26 03:40:35,G16,G,0.089,0.47,1
2026-06-26 03:40:35,G18,G,-0.469,-2.46,1
2026-06-26 03:40:35,G23,G,0.330,1.73,1
2026-06-26 03:40:35,G26,G,-0.309,-1.62,1
2026-06-26 03:40:35,G27,G,0.304,1.60,1
2026-06-26 03:40:35,G28,G,-0.714,-3.75,1
2026-06-26 03:40:35,G29,G,-0.589,-3.10,1
2026-06-26 03:40:35,G31,G,-0.699,-3.67,1
2026-06-26 03:40:42,G07,G,0.092,0.48,1
2026-06-26 03:40:43,G07,G,-0.094,-0.49,1
2026-06-26 03:42:49,G29,G,0.094,0.50,1
2026-06-26 03:43:01,G29,G,-0.093,-0.49,1
2026-06-26 03:43:49,G29,G,0.099,0.52,1
2026-06-26 03:43:55,G29,G,-0.104,-0.55,1
2026-06-26 03:46:14,G28,G,-9.119,-47.92,1
2026-06-26 03:47:00,G28,G,-0.090,-0.47,1
2026-06-26 03:47:01,G28,G,0.071,0.37,1
2026-06-26 03:47:04,C19,C,152514919.224,794185207.19,16019
2026-06-26 03:47:04,G28,G,-0.224,-1.18,1
2026-06-26 03:47:09,G28,G,0.866,4.55,5
2026-06-26 03:47:10,G28,G,0.371,1.95,1
2026-06-26 03:47:19,G28,G,1.078,5.66,1
2026-06-26 03:47:43,G28,G,-26.594,-139.75,24
2026-06-26 03:47:45,G28,G,0.103,0.54,1
2026-06-26 03:51:10,C32,C,35738217.306,186098275.89,28097
2026-06-26 03:51:44,C32,C,-2.868,-14.93,2
2026-06-26 03:51:47,C32,C,0.082,0.43,1
2026-06-26 03:51:52,C32,C,0.088,0.46,1
2026-06-26 03:51:56,G02,G,241749051.285,1270399839.00,58316
2026-06-26 03:51:57,C32,C,-3.791,-19.74,1
2026-06-26 03:52:16,C32,C,11.233,58.49,18
2026-06-26 03:52:21,C32,C,-0.105,-0.55,1
2026-06-26 03:53:50,G29,G,0.098,0.51,1
2026-06-26 03:53:55,G29,G,-0.103,-0.54,1
2026-06-26 03:54:35,G29,G,0.094,0.49,1
2026-06-26 03:54:37,G29,G,-0.092,-0.49,1
2026-06-26 03:55:05,G29,G,0.097,0.51,1
2026-06-26 03:55:07,G29,G,-0.096,-0.50,1
2026-06-26 03:55:30,G29,G,0.092,0.48,1
2026-06-26 03:55:31,G29,G,-0.092,-0.48,1
2026-06-26 03:55:44,G29,G,0.102,0.54,1
2026-06-26 03:55:48,G29,G,13.288,69.83,1
2026-06-26 03:55:49,G29,G,-0.093,-0.49,1
2026-06-26 03:55:50,G29,G,0.096,0.51,1
2026-06-26 03:55:55,G29,G,-0.101,-0.53,1
2026-06-26 03:56:41,G29,G,0.092,0.48,1
2026-06-26 03:56:53,G29,G,15.033,79.00,10
2026-06-26 03:56:55,G29,G,-0.094,-0.49,1
2026-06-26 03:57:29,G29,G,-22.647,-119.01,1
2026-06-26 03:57:31,G29,G,-0.199,-1.04,1
2026-06-26 03:57:33,G29,G,0.082,0.43,1
2026-06-26 03:57:37,G29,G,-0.095,-0.50,1
2026-06-26 03:57:40,G29,G,0.095,0.50,1
2026-06-26 03:57:43,G29,G,-0.098,-0.51,1
2026-06-26 03:58:11,G29,G,0.095,0.50,1
2026-06-26 03:58:19,G29,G,-0.094,-0.50,1
2026-06-26 03:58:25,G29,G,0.097,0.51,1
2026-06-26 03:58:37,G29,G,-0.088,-0.46,1
2026-06-26 03:58:41,G29,G,0.094,0.49,1
2026-06-26 03:58:43,G29,G,-0.088,-0.46,1
2026-06-26 03:58:44,G29,G,0.094,0.50,1
2026-06-26 03:58:49,G29,G,-0.124,-0.65,1
2026-06-26 03:58:50,G29,G,-0.257,-1.35,1
2026-06-26 03:58:51,G29,G,-0.463,-2.44,1
2026-06-26 04:00:28,E36,E,152199400.761,799813249.30,76201
2026-06-26 04:00:58,E36,E,0.112,0.59,1
2026-06-26 04:01:34,E36,E,-0.096,-0.50,1
2026-06-26 04:02:17,E36,E,0.103,0.54,1
2026-06-26 04:05:29,C06,C,0.215,1.12,1
2026-06-26 04:05:29,C11,C,0.634,3.30,1
2026-06-26 04:05:29,C12,C,-0.272,-1.41,1
2026-06-26 04:05:29,C19,C,-0.407,-2.12,1
2026-06-26 04:05:29,C20,C,-0.152,-0.79,1
2026-06-26 04:05:29,C24,C,-0.278,-1.45,1
2026-06-26 04:05:29,C26,C,0.250,1.30,1
2026-06-26 04:05:29,C29,C,0.575,2.99,1
2026-06-26 04:05:29,C31,C,-0.282,-1.47,1
2026-06-26 04:05:29,C35,C,0.157,0.82,1
2026-06-26 04:05:29,C39,C,0.722,3.76,1
2026-06-26 04:05:29,E11,E,-0.298,-1.57,1
2026-06-26 04:05:29,E12,E,0.230,1.21,1
2026-06-26 04:05:29,E16,E,0.171,0.90,1
2026-06-26 04:05:29,E25,E,-0.259,-1.36,1
2026-06-26 04:05:29,E31,E,0.568,2.99,1
2026-06-26 04:05:29,E33,E,0.626,3.29,1
2026-06-26 04:05:29,E36,E,-0.475,-2.50,1
2026-06-26 04:05:29,G02,G,-0.551,-2.89,1
2026-06-26 04:05:29,G07,G,-0.281,-1.48,1
2026-06-26 04:05:29,G08,G,-0.404,-2.12,1
2026-06-26 04:05:29,G10,G,-0.418,-2.20,1
2026-06-26 04:05:29,G16,G,0.136,0.72,1
2026-06-26 04:05:29,G18,G,0.627,3.29,1
2026-06-26 04:05:29,G23,G,-0.109,-0.57,1
2026-06-26 04:05:29,G26,G,0.517,2.72,1
2026-06-26 04:05:29,G27,G,-0.153,-0.80,1
2026-06-26 04:05:29,G31,G,0.773,4.06,1
2026-06-26 04:06:27,E36,E,-0.087,-0.46,1
2026-06-26 04:31:34,C11,C,13.446,70.02,12
2026-06-26 04:32:12,C11,C,0.191,0.99,13
2026-06-26 04:32:38,C11,C,-0.191,-1.00,5
2026-06-26 04:34:28,E02,E,59146045.248,310814565.60,45723
2026-06-26 04:34:53,G31,G,-3.802,-19.98,1
2026-06-26 04:37:10,C22,C,184406958.236,960255423.40,15240
2026-06-26 04:39:20,G31,G,0.419,2.20,1
2026-06-26 04:39:22,G31,G,0.120,0.63,1
2026-06-26 04:39:24,G31,G,0.247,1.30,1
2026-06-26 04:39:39,G31,G,7.364,38.70,15
2026-06-26 04:40:08,G31,G,5.948,31.26,26
2026-06-26 04:46:10,C34,C,186500461.457,971156844.04,65808
2026-06-26 04:54:24,C06,C,-0.170,-0.89,1
2026-06-26 04:54:24,C12,C,0.174,0.90,1
2026-06-26 04:54:24,C19,C,0.414,2.16,1
2026-06-26 04:54:24,C22,C,0.611,3.18,1
2026-06-26 04:54:24,C24,C,0.131,0.68,1
2026-06-26 04:54:24,C26,C,-0.392,-2.04,1
2026-06-26 04:54:24,C29,C,-0.461,-2.40,1
2026-06-26 04:54:24,C31,C,0.287,1.49,1
2026-06-26 04:54:24,C34,C,0.521,2.71,1
2026-06-26 04:54:24,C35,C,-0.168,-0.87,1
2026-06-26 04:54:24,C39,C,-0.628,-3.27,1
2026-06-26 04:54:24,E02,E,0.556,2.92,1
2026-06-26 04:54:24,E10,E,-0.056,-0.29,1
2026-06-26 04:54:24,E11,E,0.230,1.21,1
2026-06-26 04:54:24,E12,E,-0.288,-1.51,1
2026-06-26 04:54:24,E16,E,-0.239,-1.25,1
2026-06-26 04:54:24,E25,E,0.250,1.31,1
2026-06-26 04:54:24,E31,E,-0.512,-2.69,1
2026-06-26 04:54:24,E33,E,-0.509,-2.68,1
2026-06-26 04:54:24,E36,E,0.543,2.85,1
2026-06-26 04:54:24,G02,G,0.531,2.79,1
2026-06-26 04:54:24,G07,G,0.136,0.72,1
2026-06-26 04:54:24,G08,G,0.435,2.29,1
2026-06-26 04:54:24,G10,G,0.297,1.56,1
2026-06-26 04:54:24,G16,G,-0.327,-1.72,1
2026-06-26 04:54:24,G18,G,-0.581,-3.05,1
2026-06-26 04:54:24,G23,G,-0.120,-0.63,1
2026-06-26 04:54:24,G26,G,-0.595,-3.13,1
2026-06-26 04:54:24,G27,G,0.091,0.48,1
2026-06-26 04:54:32,G01,G,241510856.323,1269148116.02,58541
2026-06-26 04:57:01,G01,G,0.096,0.51,1
2026-06-26 04:57:07,G01,G,-0.095,-0.50,1
2026-06-26 05:00:04,C25,C,19915884.276,103707235.73,40958
2026-06-26 05:01:21,E33,E,2.464,12.95,11
2026-06-26 05:01:29,E33,E,0.382,2.01,1
2026-06-26 05:01:51,E33,E,-8.196,-43.07,15
2026-06-26 05:02:32,E33,E,7.328,38.51,36
2026-06-26 05:02:37,E33,E,3.220,16.92,4
2026-06-26 05:08:10,C39,C,-0.085,-0.44,1
2026-06-26 05:08:15,C39,C,-0.090,-0.47,1
2026-06-26 05:08:17,C39,C,0.106,0.55,1
2026-06-26 05:08:20,C39,C,0.389,2.03,1
2026-06-26 05:08:21,C39,C,0.189,0.98,1
2026-06-26 05:08:27,C39,C,-0.102,-0.53,1
2026-06-26 05:10:08,C39,C,0.304,1.58,1
2026-06-26 05:10:09,C39,C,0.446,2.32,1
2026-06-26 05:11:10,C39,C,-2.688,-14.00,61
2026-06-26 05:11:22,C39,C,0.188,0.98,1
2026-06-26 05:11:23,C39,C,-6.339,-33.01,1
2026-06-26 05:11:24,C39,C,-0.069,-0.36,1
2026-06-26 05:11:27,C39,C,-0.071,-0.37,1
2026-06-26 05:11:28,C39,C,0.386,2.01,1
2026-06-26 05:14:40,E31,E,0.088,0.46,1
2026-06-26 05:22:11,E31,E,-0.105,-0.55,1
2026-06-26 05:22:39,E31,E,0.098,0.51,1
2026-06-26 05:24:16,G18,G,0.099,0.52,1
2026-06-26 05:24:19,G18,G,-0.096,-0.50,1
2026-06-26 05:26:26,E31,E,-0.088,-0.46,1
2026-06-26 05:32:42,G18,G,0.093,0.49,1
2026-06-26 05:32:43,G18,G,-0.097,-0.51,1
2026-06-26 05:33:07,G18,G,0.099,0.52,1
2026-06-26 05:33:13,G18,G,-0.097,-0.51,1
2026-06-26 05:33:16,G18,G,0.093,0.49,1
2026-06-26 05:33:19,G18,G,-0.093,-0.49,1
2026-06-26 05:35:14,G18,G,0.098,0.51,1
2026-06-26 05:35:15,G18,G,9.418,49.49,1
2026-06-26 05:35:19,G18,G,-0.200,-1.05,1
2026-06-26 05:35:33,G18,G,0.095,0.50,1
2026-06-26 05:35:37,G18,G,-0.101,-0.53,1
2026-06-26 05:35:42,G18,G,0.099,0.52,1
2026-06-26 05:35:49,G18,G,-0.093,-0.49,1
2026-06-26 05:35:57,G18,G,0.100,0.53,1
2026-06-26 05:36:07,G18,G,-0.100,-0.53,1
2026-06-26 05:36:17,G18,G,3.048,16.02,2
2026-06-26 05:36:18,G18,G,0.305,1.60,1
2026-06-26 05:36:24,G18,G,0.089,0.47,1
2026-06-26 05:36:25,G18,G,2.099,11.03,1
2026-06-26 05:36:35,G18,G,3.053,16.04,6
2026-06-26 05:36:37,G18,G,-0.098,-0.52,1
2026-06-26 05:36:38,G18,G,-0.089,-0.47,1
2026-06-26 05:36:46,G18,G,0.100,0.53,1
2026-06-26 05:36:52,G18,G,-6.085,-31.98,5
2026-06-26 05:36:55,G18,G,-0.092,-0.48,1
2026-06-26 05:37:18,G18,G,2.378,12.49,1
2026-06-26 05:37:19,G18,G,-0.099,-0.52,1
2026-06-26 05:37:21,G18,G,0.086,0.45,1
2026-06-26 05:37:26,G18,G,-4.667,-24.53,5
2026-06-26 05:39:14,G32,G,179790759.182,944806816.42,14766
2026-06-26 05:41:20,G30,G,8074464.034,42431594.89,37947
2026-06-26 05:41:30,C29,C,225697391.053,1175265542.46,4
2026-06-26 05:41:34,C29,C,-0.095,-0.49,1
2026-06-26 05:43:35,C29,C,14.613,76.09,6
2026-06-26 05:44:09,C29,C,-0.769,-4.00,4
2026-06-26 05:44:30,C29,C,0.377,1.96,2
2026-06-26 05:48:58,C06,C,0.121,0.63,1
2026-06-26 05:48:58,C12,C,0.062,0.32,1
2026-06-26 05:48:58,C19,C,-0.224,-1.17,1
2026-06-26 05:48:58,C20,C,0.223,1.16,1
2026-06-26 05:48:58,C22,C,-0.684,-3.56,1
2026-06-26 05:48:58,C24,C,0.104,0.54,1
2026-06-26 05:48:58,C25,C,-0.450,-2.34,1
2026-06-26 05:48:58,C26,C,0.452,2.36,1
2026-06-26 05:48:58,C31,C,-0.257,-1.34,1
2026-06-26 05:48:58,C34,C,-0.584,-3.04,1
2026-06-26 05:48:58,C35,C,0.173,0.90,1
2026-06-26 05:48:58,E02,E,-0.585,-3.07,1
2026-06-26 05:48:58,E10,E,0.128,0.67,1
2026-06-26 05:48:58,E11,E,-0.124,-0.65,1
2026-06-26 05:48:58,E12,E,0.289,1.52,1
2026-06-26 05:48:58,E16,E,0.336,1.77,1
2026-06-26 05:48:58,E25,E,-0.109,-0.57,1
2026-06-26 05:48:58,E36,E,-0.523,-2.75,1
2026-06-26 05:48:58,G01,G,-0.692,-3.64,1
2026-06-26 05:48:58,G02,G,-0.428,-2.25,1
2026-06-26 05:48:58,G07,G,0.067,0.35,1
2026-06-26 05:48:58,G08,G,-0.361,-1.90,1
2026-06-26 05:48:58,G16,G,0.494,2.60,1
2026-06-26 05:48:58,G23,G,0.359,1.89,1
2026-06-26 05:48:58,G26,G,0.568,2.98,1
2026-06-26 05:48:58,G30,G,-0.183,-0.96,1
2026-06-26 05:48:58,G32,G,-0.622,-3.27,1
2026-06-26 05:51:20,C06,C,5.560,28.95,4
2026-06-26 05:51:46,C06,C,0.187,0.98,6
2026-06-26 05:54:51,C06,C,-0.766,-3.99,6
2026-06-26 05:55:07,C06,C,1.141,5.94,16
2026-06-26 05:55:10,C06,C,0.378,1.97,3
2026-06-26 05:55:11,C06,C,0.108,0.56,1
2026-06-26 05:56:20,G30,G,2.947,15.48,1
2026-06-26 05:56:25,G30,G,-0.092,-0.48,1
2026-06-26 05:57:52,C21,C,201113588.269,1047251230.12,17998
2026-06-26 06:00:28,E28,E,71832944.098,377484669.04,20157
2026-06-26 06:00:58,E04,E,102305815.218,537620687.61,17356
2026-06-26 06:07:08,E12,E,380587345.596,2000000000.00,1
2026-06-26 06:08:09,C09,C,-0.085,-0.44,1
2026-06-26 06:08:09,C12,C,-0.209,-1.09,1
2026-06-26 06:08:09,C19,C,0.059,0.31,1
2026-06-26 06:08:09,C20,C,-0.350,-1.82,1
2026-06-26 06:08:09,C21,C,0.738,3.84,1
2026-06-26 06:08:09,C22,C,0.584,3.04,1
2026-06-26 06:08:09,C24,C,-0.242,-1.26,1
2026-06-26 06:08:09,C25,C,0.306,1.59,1
2026-06-26 06:08:09,C26,C,-0.506,-2.63,1
2026-06-26 06:08:09,C31,C,0.170,0.89,1
2026-06-26 06:08:09,C34,C,0.529,2.76,1
2026-06-26 06:08:09,C35,C,-0.245,-1.28,1
2026-06-26 06:08:09,E02,E,0.490,2.58,1
2026-06-26 06:08:09,E04,E,0.563,2.96,1
2026-06-26 06:08:09,E10,E,-0.209,-1.10,1
2026-06-26 06:08:09,E12,E,-380587345.936,-2000000001.79,1
2026-06-26 06:08:09,E16,E,-0.427,-2.24,1
2026-06-26 06:08:09,E28,E,0.490,2.57,1
2026-06-26 06:08:09,E36,E,0.437,2.30,1
2026-06-26 06:08:09,G01,G,0.603,3.17,1
2026-06-26 06:08:09,G02,G,0.316,1.66,1
2026-06-26 06:08:09,G07,G,-0.187,-0.98,1
2026-06-26 06:08:09,G08,G,0.240,1.26,1
2026-06-26 06:08:09,G10,G,-0.151,-0.79,1
2026-06-26 06:08:09,G16,G,-0.588,-3.09,1
2026-06-26 06:08:09,G23,G,-0.473,-2.48,1
2026-06-26 06:08:09,G26,G,-0.591,-3.11,1
2026-06-26 06:08:09,G27,G,-0.177,-0.93,1
2026-06-26 06:08:09,G32,G,0.569,2.99,1
2026-06-26 06:09:35,G26,G,0.090,0.47,1
2026-06-26 06:09:37,G26,G,-0.094,-0.49,1
2026-06-26 06:10:12,G26,G,0.090,0.47,1
2026-06-26 06:10:13,G26,G,-0.094,-0.50,1
2026-06-26 06:10:15,G26,G,0.097,0.51,1
2026-06-26 06:10:19,G26,G,-0.101,-0.53,1
2026-06-26 06:10:21,G26,G,0.093,0.49,1
2026-06-26 06:10:25,G26,G,-0.093,-0.49,1
2026-06-26 06:10:27,G26,G,0.101,0.53,1
2026-06-26 06:10:31,G26,G,-0.097,-0.51,1
2026-06-26 06:10:51,G26,G,0.098,0.52,1
2026-06-26 06:10:55,G26,G,-0.094,-0.49,1
2026-06-26 06:10:58,G26,G,0.092,0.48,1
2026-06-26 06:11:01,G26,G,-0.096,-0.50,1
2026-06-26 06:11:02,G26,G,0.094,0.49,1
2026-06-26 06:11:19,G26,G,-0.097,-0.51,1
2026-06-26 06:11:22,G26,G,0.094,0.50,1
2026-06-26 06:11:25,G26,G,-0.090,-0.47,1
2026-06-26 06:11:26,G26,G,0.088,0.46,1
2026-06-26 06:11:31,G26,G,-0.097,-0.51,1
2026-06-26 06:11:41,G26,G,0.103,0.54,1
2026-06-26 06:11:43,G26,G,-0.098,-0.52,1
2026-06-26 06:11:45,G26,G,0.085,0.44,1
2026-06-26 06:11:49,G26,G,-0.089,-0.47,1
2026-06-26 06:11:53,G26,G,0.097,0.51,1
2026-06-26 06:11:55,G26,G,-0.100,-0.53,1
2026-06-26 06:11:56,G26,G,0.100,0.53,1
2026-06-26 06:12:19,G26,G,-0.104,-0.55,1
2026-06-26 06:12:20,G26,G,0.102,0.53,1
2026-06-26 06:12:37,G26,G,0.240,1.26,1
2026-06-26 06:12:38,G26,G,0.345,1.81,1
2026-06-26 06:13:19,G26,G,1.983,10.42,39
2026-06-26 06:15:38,G30,G,-1.040,-5.46,1
2026-06-26 06:15:40,G30,G,1.909,10.03,1
2026-06-26 06:15:43,G30,G,-0.095,-0.50,1
2026-06-26 06:15:48,G30,G,0.109,0.58,1
2026-06-26 06:15:49,G30,G,1.225,6.44,1
2026-06-26 06:15:54,G30,G,-0.384,-2.02,1
2026-06-26 06:15:55,G30,G,-0.091,-0.48,1
2026-06-26 06:16:01,G30,G,-0.097,-0.51,1
2026-06-26 06:16:02,G30,G,0.074,0.39,1
2026-06-26 06:16:11,G30,G,0.099,0.52,1
2026-06-26 06:16:13,G30,G,-0.099,-0.52,1
2026-06-26 06:16:16,G30,G,3.144,16.52,2
2026-06-26 06:16:19,G30,G,-0.086,-0.45,1
2026-06-26 06:16:25,G30,G,-1.431,-7.52,1
2026-06-26 06:16:28,G30,G,-3.420,-17.97,2
2026-06-26 06:16:31,G30,G,-0.104,-0.55,1
2026-06-26 06:16:43,G30,G,7.523,39.54,7
2026-06-26 06:16:45,G30,G,0.174,0.92,1
2026-06-26 06:16:49,G30,G,0.129,0.68,1
2026-06-26 06:16:50,G30,G,-10.403,-54.67,1
2026-06-26 06:16:55,G30,G,-0.186,-0.98,1
2026-06-26 06:16:57,G30,G,0.082,0.43,1
2026-06-26 06:17:00,E12,E,380587345.595,1999999999.99,1
2026-06-26 06:17:02,G30,G,5.607,29.46,1
2026-06-26 06:17:07,G30,G,-0.103,-0.54,1
2026-06-26 06:17:37,G30,G,-0.097,-0.51,1
2026-06-26 06:17:38,G30,G,0.093,0.49,1
2026-06-26 06:17:48,G30,G,0.659,3.46,1
2026-06-26 06:17:49,G30,G,-0.058,-0.31,1
2026-06-26 06:18:01,G30,G,-0.085,-0.45,1
2026-06-26 06:18:03,G30,G,0.095,0.50,1
2026-06-26 06:18:07,G30,G,-0.099,-0.52,1
2026-06-26 06:18:09,G30,G,0.097,0.51,1
2026-06-26 06:18:13,G30,G,-0.081,-0.43,1
2026-06-26 06:18:14,G30,G,0.078,0.41,1
2026-06-26 06:18:20,G30,G,-1.246,-6.55,1
2026-06-26 06:18:25,G30,G,-0.085,-0.45,1
2026-06-26 06:18:26,G30,G,-1.802,-9.47,1
2026-06-26 06:18:29,G30,G,-3.803,-19.98,1
2026-06-26 06:18:31,G30,G,-0.195,-1.02,1
2026-06-26 06:18:33,G30,G,0.100,0.53,1
2026-06-26 06:18:37,G30,G,-0.105,-0.55,1
2026-06-26 06:18:38,G30,G,0.098,0.51,1
2026-06-26 06:18:40,G30,G,4.663,24.50,1
2026-06-26 06:18:43,G30,G,-0.191,-1.00,1
2026-06-26 06:18:48,G30,G,-3.513,-18.46,4
2026-06-26 06:18:49,G30,G,2.474,13.00,1
2026-06-26 06:18:55,G30,G,-0.088,-0.46,1
2026-06-26 06:19:28,G30,G,-1.704,-8.95,1
2026-06-26 06:19:35,G30,G,-0.575,-3.02,1
2026-06-26 06:19:42,G30,G,1.140,5.99,1
2026-06-26 06:21:00,G30,G,2.381,12.51,1
2026-06-26 06:21:01,G30,G,-0.096,-0.50,1
2026-06-26 06:21:14,G07,G,0.099,0.52,1
2026-06-26 06:21:19,G07,G,-0.094,-0.49,1
2026-06-26 06:21:22,G07,G,0.085,0.45,1
2026-06-26 06:21:28,G30,G,-0.570,-2.99,2
2026-06-26 06:21:30,G30,G,-0.105,-0.55,1
2026-06-26 06:21:31,G07,G,-0.093,-0.49,1
2026-06-26 06:21:31,G30,G,0.184,0.97,1
2026-06-26 06:21:35,G07,G,0.097,0.51,1
2026-06-26 06:21:35,G30,G,0.382,2.01,1
